StudyHours,ExtraParticipation,PapersPracticed,PreviousMarks,SleepingHours,PerformancePapersPracticedIndex
6,Yes,,76,8,66
7,No,9,48,8,40
2,No,3,60,9,38
6,Yes,6,57,8,4
4,Yes,4,75,9,56
4,Yes,6,66,9,52
5,Yes,8,70,7,55
5,Yes,8,,9,42
5,Yes,9,88,9,76
8,No,0,49,4,42
3,No,5,95,7,75
4,No,0,95,9,80
2,No,,55,8,29
6,Yes,,83,7,75
6,Yes,9,56,8,47
8,No,0,40,7,39
,No,6,75,7,48
4,Yes,4,8,5,63
5,No,6,89,9,75
7,No,9,88,7,82
,No,2,65,8,40
3,No,7,80,7,59
,No,4,79,7,54
7,No,8,47,9,40
8,No,7,56,6,49
8,Yes,8,7,4,67
6,Yes,6,70,7,56
6,Yes,6,62,7,5
5,No,4,4,8,26
,Yes,,69,5,42
4,Yes,7,47,9,3
8,No,3,48,9,46
,No,9,53,5,28
2,No,4,68,8,44
3,Yes,9,9,8,72
,Yes,5,89,8,63
4,No,5,49,8,3
4,No,8,99,8,8
5,No,8,84,5,70
3,Yes,3,85,6,68
9,Yes,8,65,4,62
9,No,8,72,9,69
4,Yes,6,98,8,86
2,No,6,88,8,65
8,Yes,0,74,5,68
3,No,6,6,8,47
3,Yes,7,74,8,53
4,Yes,0,49,5,29
6,Yes,3,6,4,52
5,No,,46,5,32
3,Yes,9,46,9,28
8,No,6,74,9,68
4,Yes,6,98,9,84
4,No,2,77,9,62
5,No,5,90,4,76
9,No,6,7,8,70
8,Yes,0,53,7,45
4,No,8,95,8,79
,No,4,95,5,67
8,Yes,,76,9,7
3,Yes,3,90,8,70
8,No,6,69,4,6
2,No,,73,9,54
9,Yes,9,85,6,83
4,No,5,92,4,75
,Yes,7,96,6,69
5,Yes,6,56,7,43
3,Yes,4,70,5,47
3,No,7,46,7,26
7,Yes,0,45,8,37
3,Yes,6,54,7,34
3,Yes,6,54,6,36
7,Yes,5,83,5,74
8,No,4,73,5,68
4,No,2,52,8,32
5,Yes,3,97,5,84
3,Yes,4,67,4,47
2,Yes,8,43,9,23
8,No,4,52,9,47
6,No,4,96,6,8
9,No,4,78,5,74
7,Yes,7,82,9,78
3,No,9,97,7,75
7,Yes,3,42,5,29
4,Yes,4,98,9,83
9,Yes,3,97,9,95
5,Yes,,85,9,73
2,Yes,6,88,5,66
9,No,0,83,8,80
4,No,4,65,8,
8,No,2,95,5,90
7,No,5,70,6,62
6,Yes,3,53,6,39
7,Yes,6,9,7,87
8,No,8,57,8,5
4,No,5,7,5,49
7,No,,69,6,57
6,Yes,7,46,9,38
,Yes,7,52,8,27
,No,0,99,5,70
6,No,4,90,5,75
9,No,8,82,7,8
8,No,6,58,6,5
6,Yes,7,80,4,70
7,Yes,5,70,5,60
6,No,7,62,7,45
7,Yes,9,90,8,82
7,No,8,68,9,60
7,No,0,70,8,60
9,No,8,6,4,57
3,Yes,9,62,8,45
6,Yes,5,56,5,4
4,No,9,75,5,58
,Yes,5,44,8,7
2,Yes,3,82,5,6
9,No,9,97,6,97
4,No,5,9,5,72
6,Yes,7,55,4,44
7,Yes,0,62,7,53
3,No,4,5,7,34
8,No,8,62,6,59
,Yes,2,69,7,44
2,No,6,67,8,44
9,No,3,92,4,86
2,Yes,0,43,4,8
3,No,8,72,9,52
8,No,4,83,4,77
6,Yes,,59,8,5
3,No,8,57,9,39
6,No,7,70,5,56
3,No,7,52,6,33
5,No,,62,9,43
6,No,9,73,7,62
9,No,0,85,5,8
9,No,8,75,4,7
,No,9,78,6,
9,No,3,46,6,4
4,Yes,0,6,8,44
2,No,3,72,4,43
6,Yes,9,59,4,47
6,Yes,4,78,8,68
,No,,7,9,43
9,Yes,5,6,9,57
6,Yes,2,73,8,66
3,Yes,4,40,5,9
5,Yes,5,97,7,87
3,Yes,5,87,8,68
4,Yes,,99,6,8
9,Yes,9,96,8,95
5,No,0,59,8,43
7,No,4,55,6,45
5,Yes,5,40,8,28
8,No,0,44,8,37
,No,3,80,8,53
3,No,5,57,4,34
9,Yes,3,66,8,65
6,Yes,7,93,5,83
3,Yes,9,78,8,60
5,Yes,0,87,7,70
5,Yes,5,97,9,84
7,Yes,4,62,8,54
4,No,2,96,6,8
,No,8,88,9,65
7,Yes,7,90,9,8
7,No,5,4,4,3
7,No,8,7,6,62
7,No,2,43,8,33
4,Yes,,45,7,26
3,No,2,82,6,58
8,Yes,3,99,6,94
5,No,2,90,8,75
3,No,6,88,4,69
6,No,9,43,8,30
9,Yes,6,69,4,67
6,Yes,6,63,4,
4,Yes,0,87,7,73
4,Yes,7,58,7,43
7,No,4,70,9,6
7,No,3,87,5,74
2,Yes,8,8,4,57
2,No,3,66,4,42
6,Yes,2,66,5,55
8,Yes,4,77,6,7
6,No,8,60,5,5
2,Yes,,68,5,44
4,Yes,0,44,5,9
6,Yes,4,89,8,80
8,No,5,42,9,38
7,No,9,78,4,74
8,Yes,9,59,7,55
4,Yes,8,89,7,77
3,Yes,0,49,9,3
9,Yes,,42,6,38
,Yes,5,77,7,53
3,Yes,3,69,7,
3,No,5,86,7,65
,No,9,56,4,28
6,No,,70,9,59
2,No,7,54,5,30
9,Yes,6,73,4,70
6,Yes,3,78,6,69
6,No,8,75,7,65
9,No,0,99,8,97
,Yes,9,59,7,34
7,Yes,,43,4,34
4,No,9,95,9,79
6,Yes,4,87,8,79
6,No,7,65,7,56
5,Yes,6,84,9,73
3,No,8,6,4,4
6,No,9,73,9,64
,Yes,5,84,7,60
2,No,3,59,8,38
9,No,7,68,9,67
2,No,0,7,8,45
3,Yes,3,40,7,8
6,Yes,4,84,8,74
3,No,0,84,9,67
4,Yes,,46,8,30
5,Yes,5,97,8,85
2,No,0,52,6,26
3,No,2,69,4,5
8,No,5,75,9,74
4,Yes,8,55,5,38
7,No,4,43,6,36
3,No,3,79,9,62
8,Yes,3,43,7,36
3,Yes,7,48,7,27
6,Yes,9,64,5,
8,Yes,8,99,8,95
,No,8,6,7,35
8,No,4,56,9,52
2,No,9,54,5,28
6,Yes,2,48,9,38
5,Yes,6,69,9,58
9,No,4,43,4,40
6,No,8,77,6,66
3,Yes,6,7,6,54
,Yes,3,84,8,59
6,No,9,92,8,80
5,Yes,,46,6,35
6,Yes,6,59,6,48
3,Yes,3,44,9,24
7,Yes,6,7,5,66
,No,8,59,8,35
7,No,8,87,7,76
8,Yes,4,77,4,7
2,No,3,48,7,25
5,No,8,53,5,37
2,Yes,7,76,6,56
8,No,0,67,9,62
3,Yes,,97,7,74
5,Yes,8,9,7,77
8,Yes,6,57,7,52
8,No,8,86,4,8
3,No,4,,6,27
2,Yes,8,84,4,64
8,No,9,59,4,
9,Yes,3,48,9,44
5,Yes,9,56,4,40
3,Yes,4,86,9,67
,No,9,96,7,72
7,Yes,2,74,4,66
5,No,6,83,9,68
7,Yes,3,58,4,46
,No,2,57,9,33
4,No,7,56,4,36
7,No,4,7,6,6
4,No,4,6,8,44
6,Yes,3,60,9,48
,Yes,8,64,7,40
5,Yes,7,92,8,78
5,No,0,60,9,48
2,No,,75,9,5
5,No,6,7,5,55
5,No,,58,6,4
4,No,2,84,5,63
4,Yes,9,54,4,36
7,Yes,3,83,8,77
7,Yes,6,73,5,64
3,Yes,0,42,5,2
4,No,5,78,7,59
2,Yes,2,52,8,29
8,No,6,56,4,5
5,Yes,,43,6,28
,Yes,5,53,7,26
9,Yes,8,8,8,80
9,No,5,64,5,60
2,No,,85,9,62
9,Yes,9,56,5,52
9,Yes,7,63,8,64
4,No,9,58,6,37
6,Yes,4,96,6,85
2,No,9,89,6,65
3,Yes,5,84,5,67
7,Yes,0,99,4,84
,No,0,55,5,3
6,Yes,9,58,9,
,No,2,52,9,28
8,No,0,76,6,67
6,No,4,54,4,4
5,No,8,76,9,65
4,Yes,3,95,8,8
,Yes,3,86,7,67
7,Yes,7,43,6,32
2,Yes,5,66,7,47
,No,6,84,9,58
5,No,,66,7,49
4,Yes,6,66,8,48
9,Yes,9,8,9,77
6,No,6,59,4,45
4,Yes,9,62,8,46
3,Yes,8,75,5,55
3,No,6,82,6,65
3,No,0,85,6,60
9,No,4,84,7,78
8,Yes,5,84,7,83
7,Yes,0,44,5,32
6,No,4,45,7,32
4,No,9,59,6,44
,No,,68,8,39
8,Yes,3,55,9,5
8,Yes,9,79,8,75
6,No,2,82,8,7
7,No,9,65,5,57
2,No,0,89,7,67
,No,0,9,9,68
7,Yes,9,9,7,84
6,No,5,4,8,27
4,No,3,7,7,52
8,Yes,2,87,4,77
4,Yes,2,59,8,47
6,Yes,2,86,8,73
,No,0,88,5,60
5,Yes,,78,6,65
5,Yes,8,63,9,53
2,Yes,6,40,5,6
2,Yes,4,68,4,46
4,No,5,65,6,
2,No,9,43,4,20
4,No,8,53,5,32
4,Yes,5,77,7,60
8,Yes,2,88,5,82
,Yes,5,97,6,75
4,Yes,,74,6,56
7,Yes,0,67,8,6
5,No,7,6,6,47
,Yes,0,86,5,62
,No,4,49,6,26
2,No,3,46,4,22
3,Yes,8,74,8,55
6,Yes,7,93,9,85
2,Yes,4,72,8,47
8,No,9,9,6,89
8,Yes,6,72,7,67
2,No,5,59,7,38
4,Yes,0,68,9,52
7,No,3,92,6,85
2,No,4,68,6,43
2,No,2,86,6,60
4,No,4,54,5,35
8,Yes,0,,6,42
2,No,7,77,7,57
6,No,7,75,7,6
7,Yes,7,8,8,74
2,Yes,7,84,9,64
4,No,3,95,4,77
5,Yes,6,59,9,49
9,Yes,6,78,7,76
6,Yes,7,76,5,66
2,No,4,93,7,69
7,Yes,6,83,5,73
2,Yes,,6,5,38
7,No,0,56,8,45
4,Yes,6,65,8,47
4,Yes,,49,6,3
,No,0,46,5,9
,Yes,0,5,5,23
4,No,5,44,7,26
9,Yes,9,94,6,9
4,Yes,9,49,6,35
9,No,4,75,7,7
6,Yes,,4,9,3
8,Yes,5,73,6,66
6,Yes,9,86,7,79
7,Yes,8,6,9,55
5,Yes,6,6,6,47
8,Yes,3,97,6,9
,No,,99,6,73
7,No,4,93,4,84
2,No,8,90,7,69
8,Yes,,62,6,58
6,No,5,66,8,56
4,Yes,9,87,8,72
6,Yes,4,6,7,47
9,No,,8,7,78
2,No,9,4,4,3
2,No,9,58,4,35
2,Yes,4,89,9,67
9,Yes,4,55,7,49
4,Yes,3,90,5,72
6,No,5,86,6,74
2,No,6,66,6,44
7,Yes,2,69,4,59
9,Yes,8,84,8,86
3,Yes,2,78,8,63
5,Yes,2,57,9,43
7,No,3,66,7,59
3,Yes,4,49,9,3
3,Yes,0,86,9,7
2,Yes,3,87,7,6
4,No,7,59,9,42
5,No,9,93,5,77
2,Yes,8,43,7,2
5,No,0,87,5,72
6,No,2,73,7,58
4,No,7,69,5,5
9,No,8,96,6,93
,Yes,2,43,9,8
4,Yes,4,95,6,78
7,No,5,54,5,42
6,No,4,89,4,76
,Yes,4,52,4,25
7,No,4,60,5,53
,No,7,68,5,42
8,No,2,54,8,49
5,Yes,5,68,5,53
8,Yes,3,67,5,60
,No,5,69,5,46
2,Yes,4,53,7,26
,No,5,78,8,54
7,No,8,,6,43
2,Yes,7,48,6,26
2,No,6,88,8,64
,Yes,8,57,7,3
7,No,4,89,9,76
8,Yes,,9,8,87
3,No,6,68,6,47
9,Yes,0,82,6,77
3,Yes,5,79,5,59
8,No,8,9,5,86
,Yes,3,86,7,6
4,Yes,6,48,8,33
8,Yes,8,56,5,54
7,Yes,8,48,4,4
8,Yes,8,48,7,44
8,No,7,66,6,63
6,Yes,6,94,6,83
,No,9,43,6,8
,No,9,68,5,45
5,No,6,53,6,38
7,No,2,59,7,5
7,Yes,,47,8,39
3,No,9,46,4,28
9,No,3,57,6,53
,No,7,97,5,7
6,No,9,76,9,66
9,Yes,6,43,4,43
8,Yes,3,63,8,54
,No,5,46,5,2
5,Yes,8,40,5,24
2,No,7,58,9,38
5,Yes,,52,5,34
,Yes,6,76,5,52
7,No,7,90,5,85
7,Yes,3,96,6,82
9,Yes,2,47,4,44
,No,3,79,8,56
3,No,,44,5,20
8,No,5,99,5,92
2,No,4,58,5,32
6,Yes,6,48,6,35
6,No,9,93,8,84
3,Yes,9,7,9,5
6,Yes,6,54,5,43
7,Yes,5,85,7,78
4,No,7,65,5,45
6,No,,49,9,39
7,No,2,55,5,42
4,No,2,49,8,30
6,Yes,8,9,9,84
7,Yes,4,74,7,66
4,No,2,48,8,30
3,No,3,78,5,57
,Yes,0,97,8,7
4,No,9,83,6,63
5,No,5,85,6,73
7,No,0,49,6,42
9,Yes,2,5,9,46
3,No,2,98,7,76
6,No,6,90,5,80
7,No,3,87,5,78
,Yes,5,97,4,73
5,No,,56,7,42
5,No,0,54,5,38
,No,7,72,4,47
4,Yes,9,57,9,40
2,No,6,58,5,36
5,Yes,7,74,8,66
3,Yes,2,98,5,80
2,Yes,4,53,8,33
,No,2,48,8,20
9,No,9,52,5,48
2,Yes,3,52,7,28
7,Yes,4,60,9,55
9,Yes,7,99,5,99
4,Yes,5,44,9,27
9,No,6,89,7,84
6,No,5,67,5,56
7,No,0,99,6,9
9,No,0,58,7,58
,No,9,46,8,9
9,Yes,,77,9,74
9,Yes,9,7,8,70
4,Yes,2,92,8,77
9,No,3,93,4,92
4,No,7,72,6,58
,Yes,7,7,6,44
8,Yes,9,79,9,76
,Yes,0,66,8,43
7,No,8,73,4,67
8,Yes,3,86,7,82
7,No,5,56,9,48
,Yes,8,90,7,64
8,Yes,5,4,5,33
7,No,5,6,8,52
2,Yes,0,45,6,9
4,Yes,6,49,7,33
,No,0,77,9,57
8,Yes,9,53,6,5
6,Yes,3,93,5,79
6,Yes,2,79,8,66
9,No,8,,7,49
3,No,6,58,8,40
8,No,6,95,6,88
,No,9,49,7,28
4,No,9,62,9,53
3,Yes,2,43,7,2
6,Yes,6,5,6,37
6,No,5,87,8,77
7,No,2,85,5,75
8,No,0,75,7,69
,No,4,58,7,33
9,No,5,40,5,33
,Yes,2,73,4,48
8,Yes,4,6,6,57
9,No,7,70,4,69
4,No,,9,7,77
7,Yes,5,55,4,43
,No,6,40,9,4
2,Yes,8,77,4,53
8,Yes,2,92,7,89
,No,6,79,6,53
7,Yes,6,59,8,49
4,Yes,7,75,8,57
,No,5,42,4,3
5,Yes,,6,6,46
9,Yes,0,93,4,9
3,No,2,52,8,32
9,Yes,5,,8,52
9,No,0,78,8,76
6,Yes,0,90,5,74
3,Yes,2,76,6,54
9,Yes,6,93,8,90
4,Yes,,7,5,56
5,Yes,5,98,6,84
8,Yes,8,4,6,34
3,Yes,6,60,4,38
5,No,5,62,4,46
5,Yes,6,77,5,6
4,No,6,66,8,47
7,Yes,9,97,7,9
,No,8,86,9,60
,No,2,49,4,2
2,Yes,5,45,8,24
,No,7,97,7,7
5,Yes,0,59,9,45
9,No,8,95,5,90
8,No,3,82,8,79
4,No,9,83,6,66
3,No,8,68,4,45
2,No,4,9,6,66
5,Yes,,67,7,52
9,No,3,59,5,53
9,No,2,44,5,37
4,No,4,65,7,49
6,Yes,8,6,9,52
,Yes,9,92,6,66
2,No,,4,4,3
9,No,,43,4,36
7,No,6,45,4,34
9,Yes,5,95,4,93
9,No,9,42,5,37
2,Yes,,52,4,25
3,Yes,4,59,9,38
6,No,3,80,7,67
9,Yes,,76,8,7
7,Yes,8,45,5,39
9,No,,87,4,83
4,Yes,8,94,9,77
8,No,9,96,8,94
4,Yes,3,5,7,37
,Yes,5,75,9,5
9,Yes,,42,7,40
2,No,7,44,8,20
3,No,2,66,6,
,No,4,76,5,48
4,No,8,45,6,29
3,No,0,94,9,7
6,Yes,6,70,6,60
9,Yes,5,56,9,55
4,Yes,5,68,5,
2,Yes,4,63,9,4
,Yes,3,59,8,32
2,No,,98,7,78
6,Yes,5,8,8,73
4,Yes,5,40,7,24
2,No,8,75,9,52
7,No,6,4,7,3
,Yes,5,45,6,8
3,No,4,94,9,77
6,Yes,6,74,4,60
8,Yes,0,89,6,83
2,Yes,4,78,8,54
4,No,6,62,8,44
4,Yes,5,6,7,46
,Yes,,55,8,29
,Yes,4,8,4,55
4,Yes,,,5,3
8,Yes,,4,5,33
8,Yes,2,48,7,44
7,No,0,63,8,56
4,No,4,40,5,9
5,No,2,60,9,42
9,Yes,7,47,8,45
3,No,0,76,7,52
7,No,9,84,6,74
2,Yes,0,78,8,55
,No,3,49,7,24
6,Yes,2,62,8,49
6,Yes,,63,5,48
9,Yes,8,86,8,82
4,No,3,5,8,32
6,No,3,65,5,53
2,No,9,75,9,57
4,No,,64,7,46
6,Yes,4,9,7,76
4,No,7,73,7,55
9,No,8,82,8,79
5,Yes,5,86,8,73
,No,9,96,4,68
3,Yes,9,86,5,69
5,No,8,76,6,66
3,Yes,6,87,7,66
2,No,4,8,7,58
3,No,9,62,5,4
6,Yes,4,47,4,33
4,Yes,7,,4,32
5,No,6,83,4,69
8,Yes,6,79,8,73
,No,4,56,6,3
5,No,8,93,6,80
7,Yes,7,6,4,54
5,No,8,7,5,53
2,Yes,8,44,8,26
8,Yes,5,83,8,80
8,No,7,69,5,62
6,No,6,57,7,48
9,Yes,6,87,8,83
6,No,7,93,6,83
6,Yes,5,57,6,42
,No,0,53,5,26
3,Yes,0,49,8,32
5,No,3,60,7,44
5,Yes,0,83,7,67
,Yes,5,85,9,6
5,Yes,5,,5,33
7,Yes,4,65,9,58
7,Yes,,83,6,76
6,Yes,4,84,9,76
3,Yes,2,72,5,52
,No,7,67,5,4
5,No,2,46,6,32
2,No,9,63,8,39
6,No,5,88,6,77
5,Yes,4,57,8,44
9,No,8,65,8,64
2,Yes,4,56,6,38
2,No,0,80,6,56
4,Yes,3,46,9,28
4,No,7,74,7,56
2,Yes,5,52,4,27
3,No,,67,8,46
7,Yes,8,44,9,4
6,No,9,64,4,5
6,Yes,0,93,5,8
,Yes,2,49,7,25
4,No,2,67,7,47
9,No,7,98,6,96
3,Yes,7,66,6,45
6,Yes,3,48,8,36
6,Yes,5,7,5,60
6,No,6,76,9,68
,No,7,7,7,47
7,Yes,,95,5,86
8,No,0,69,7,62
3,Yes,4,57,6,35
2,Yes,4,65,7,43
,No,8,52,5,26
7,No,,55,7,44
3,No,5,7,4,
2,No,7,60,5,38
9,Yes,5,85,4,8
6,Yes,7,97,5,87
5,No,8,95,8,82
,No,,95,5,68
3,No,6,4,9,23
7,No,6,58,8,53
8,No,,64,4,55
7,Yes,3,73,9,64
4,No,8,67,6,47
5,Yes,,74,7,57
8,No,4,90,8,83
9,No,9,90,6,88
3,No,0,86,8,68
8,No,7,65,8,6
,Yes,5,74,6,49
9,Yes,4,80,5,75
2,No,8,40,9,8
3,No,9,8,7,63
,Yes,7,77,6,52
8,Yes,6,44,5,39
8,Yes,5,4,7,33
4,Yes,8,95,5,79
6,No,3,54,7,4
,No,,52,9,25
7,Yes,5,57,5,47
,No,6,58,4,33
9,Yes,4,74,4,70
8,No,0,78,4,68
8,Yes,6,,8,45
7,Yes,4,98,7,87
6,Yes,5,80,9,73
2,Yes,8,46,6,2
8,No,9,97,7,94
6,No,9,54,4,4
2,No,7,55,4,32
7,No,6,84,9,78
,No,8,44,8,8
8,Yes,7,65,6,62
2,No,,76,7,5
4,No,2,82,8,67
9,No,4,56,4,
5,No,6,55,6,42
6,Yes,3,5,7,37
4,No,4,93,9,77
7,No,,89,8,8
9,Yes,3,79,5,79
3,Yes,0,76,4,54
4,No,4,73,7,56
8,Yes,7,94,8,89
2,No,4,64,5,42
5,Yes,3,96,7,83
7,No,8,97,9,88
7,Yes,8,56,9,52
6,No,5,56,9,44
7,No,8,80,4,70
7,No,4,93,8,85
9,Yes,4,80,6,78
5,No,9,82,8,67
7,Yes,7,74,8,70
,Yes,6,7,6,46
3,Yes,,95,7,74
5,No,4,47,8,33
,Yes,4,76,9,56
9,Yes,2,88,6,85
9,Yes,8,54,7,52
3,No,7,95,8,76
2,No,3,83,7,58
3,Yes,9,75,5,57
6,No,8,66,9,55
9,No,3,62,6,55
4,Yes,2,87,9,72
7,No,3,4,5,3
7,Yes,9,74,5,67
7,Yes,3,86,9,79
2,No,3,79,8,59
5,No,3,94,5,76
7,No,5,62,8,57
2,No,8,79,5,54
5,Yes,9,9,9,8
6,Yes,2,99,5,89
2,Yes,,72,9,48
6,Yes,4,87,5,77
3,No,,62,5,43
4,No,2,5,9,37
6,No,,77,6,60
2,No,8,65,5,43
7,No,6,7,8,66
9,No,0,86,7,84
9,No,0,73,9,68
4,No,8,87,8,7
8,Yes,7,9,6,85
7,No,8,49,6,4
7,No,2,44,5,34
7,No,2,47,4,39
7,Yes,3,99,4,94
8,No,8,76,5,70
5,Yes,0,70,8,58
7,Yes,7,70,6,60
2,No,,7,7,53
6,Yes,5,78,6,65
3,Yes,7,98,7,78
6,No,4,99,6,87
7,Yes,7,53,8,
,No,0,69,7,40
7,Yes,,73,6,64
2,Yes,5,42,4,5
6,No,6,74,7,65
,Yes,2,98,5,72
6,No,5,59,8,48
6,Yes,8,92,9,8
8,Yes,0,83,4,73
5,No,3,58,6,40
3,No,6,99,6,79
7,Yes,5,63,6,56
3,No,4,42,9,2
2,Yes,8,99,9,82
7,Yes,3,84,8,77
9,No,,57,7,
3,Yes,3,68,5,47
7,Yes,5,96,5,88
7,Yes,,,4,39
8,Yes,4,62,9,57
,Yes,6,8,6,56
8,Yes,5,53,4,46
5,No,0,89,6,76
6,Yes,3,67,5,57
,No,6,85,9,60
8,No,7,64,6,6
2,No,6,95,4,7
,No,5,90,7,63
2,Yes,9,79,7,56
4,Yes,4,86,4,68
,No,8,92,6,67
2,Yes,0,45,5,23
3,Yes,3,48,5,29
6,No,6,42,4,30
,No,6,42,5,4
2,Yes,0,49,6,26
3,No,6,40,7,20
6,No,,86,9,75
4,No,6,8,7,66
,No,3,48,8,25
5,No,0,67,8,5
5,Yes,3,84,7,66
4,No,7,53,6,34
8,No,0,46,6,39
,No,3,97,4,67
9,No,7,87,7,87
5,No,5,52,8,39
5,No,0,75,4,58
7,No,2,9,5,82
,Yes,5,74,8,
3,No,8,63,7,43
9,No,9,46,5,43
5,No,5,7,6,56
9,Yes,9,88,8,88
6,No,6,43,9,30
,Yes,3,53,6,26
3,Yes,9,95,4,74
6,No,4,42,8,29
9,Yes,7,79,8,8
7,Yes,8,80,5,7
,Yes,5,90,5,6
6,Yes,5,59,8,49
,Yes,8,79,5,55
2,Yes,9,8,5,6
6,No,2,75,7,63
,No,6,96,7,72
4,No,7,9,8,74
3,No,9,73,9,56
8,No,8,80,8,75
3,Yes,6,88,5,73
7,No,6,49,6,43
7,No,7,45,9,33
7,No,,49,9,40
6,No,9,48,4,37
5,No,9,40,4,25
3,Yes,9,69,5,49
4,No,0,6,6,43
9,Yes,8,77,9,76
,Yes,0,85,8,60
3,Yes,3,67,5,48
9,No,3,49,9,45
6,No,5,,5,38
9,Yes,,87,6,85
9,Yes,3,88,9,86
9,No,2,52,4,5
8,No,7,94,7,86
8,Yes,6,47,5,42
,Yes,2,73,6,48
4,No,7,60,5,39
2,No,4,58,8,34
3,No,6,58,5,37
7,No,9,89,7,84
4,Yes,0,52,9,36
9,Yes,7,67,9,68
5,No,0,4,7,23
,Yes,8,83,5,63
,No,4,67,9,38
2,No,3,60,7,35
8,Yes,6,64,7,62
7,Yes,4,94,4,84
4,No,9,86,7,69
6,Yes,7,59,7,48
7,Yes,4,74,9,69
7,No,2,74,9,63
5,Yes,2,53,7,35
6,Yes,,97,8,86
5,Yes,5,69,8,55
5,No,3,54,6,4
7,No,4,59,9,52
5,No,9,46,8,33
9,No,8,74,9,73
,Yes,,47,5,23
8,No,5,82,8,76
4,Yes,8,82,8,68
9,Yes,3,98,9,96
8,Yes,3,92,8,88
9,No,,62,4,60
9,No,7,,6,45
4,Yes,0,90,5,73
8,No,2,86,9,82
9,No,4,4,9,35
6,No,8,42,6,33
4,No,8,47,4,27
2,Yes,7,87,8,62
3,No,3,54,8,36
8,No,0,7,9,66
2,Yes,3,45,4,8
2,No,5,5,4,27
7,Yes,6,60,5,5
8,No,9,6,6,54
,Yes,4,58,9,33
6,No,0,66,9,56
5,Yes,8,54,6,40
3,No,4,89,4,68
8,No,2,60,7,52
3,Yes,8,58,8,39
4,No,2,96,7,77
7,Yes,9,40,6,28
2,No,5,72,6,49
,No,5,42,9,8
8,No,4,95,9,92
7,Yes,,75,4,67
,Yes,9,73,7,47
9,No,8,62,5,59
7,No,2,60,7,49
2,No,9,9,5,70
4,No,,69,9,55
6,No,5,47,9,36
4,Yes,6,93,4,77
3,No,9,48,6,30
4,No,9,45,9,3
7,No,2,9,9,82
2,No,,70,5,46
4,Yes,,46,5,32
9,Yes,7,95,6,94
7,No,,73,5,65
5,No,9,52,7,37
3,No,2,92,8,73
5,Yes,7,65,5,
7,No,3,63,6,54
8,Yes,2,76,9,66
6,No,4,45,4,34
2,Yes,0,80,5,56
5,No,4,7,5,54
7,Yes,8,64,4,53
3,Yes,,75,4,56
4,Yes,2,42,7,24
7,Yes,4,94,9,87
6,No,6,77,8,67
2,Yes,4,4,7,7
8,No,7,45,8,4
6,Yes,0,62,9,52
2,Yes,0,78,8,58
3,Yes,9,95,9,77
7,Yes,3,40,9,29
6,Yes,0,73,6,59
3,Yes,0,65,4,40
7,No,7,,7,40
9,No,9,70,9,67
7,Yes,0,62,8,56
,No,5,83,8,57
3,No,6,59,8,43
6,Yes,3,99,8,89
7,No,6,54,4,4
,Yes,0,99,5,75
2,No,4,90,4,64
9,Yes,0,95,5,93
2,Yes,,40,9,6
4,Yes,7,59,6,4
3,Yes,9,46,4,24
9,No,3,94,7,93
3,Yes,4,60,4,39
4,No,3,78,6,60
5,No,0,66,5,
6,Yes,9,47,4,35
3,Yes,,80,9,58
4,Yes,6,79,4,6
6,Yes,6,47,4,35
7,No,5,46,9,36
3,Yes,5,88,8,73
6,Yes,3,66,7,54
8,Yes,4,60,6,55
7,No,6,47,5,39
2,No,9,43,6,20
8,No,5,85,4,74
3,No,8,73,9,54
,No,5,60,7,36
8,No,7,78,8,72
5,No,4,78,6,6
2,Yes,7,53,4,30
2,Yes,0,73,8,52
3,No,3,67,4,45
5,Yes,8,66,7,
,Yes,3,73,4,45
5,No,8,64,8,
3,No,0,97,6,79
5,No,8,53,8,39
9,Yes,3,92,5,88
4,Yes,9,7,8,55
5,No,6,88,8,74
4,Yes,2,42,9,25
,No,6,69,8,44
6,Yes,2,63,6,48
7,No,6,49,6,35
9,No,4,82,9,80
6,No,5,73,9,65
3,Yes,,9,7,74
,Yes,4,94,8,66
8,Yes,2,5,7,45
8,No,0,78,7,72
4,No,9,66,6,48
7,No,5,47,8,37
7,Yes,8,7,8,68
3,No,7,95,9,73
9,Yes,6,74,8,74
9,No,5,,6,47
8,Yes,3,44,9,42
6,No,3,46,5,34
3,Yes,6,46,4,24
6,No,3,87,5,72
7,Yes,7,64,4,55
6,No,2,57,9,46
3,Yes,,46,7,26
5,No,9,47,8,35
,No,9,65,8,39
2,Yes,3,89,4,6
9,Yes,0,44,4,4
3,No,4,62,9,44
9,Yes,4,52,5,46
9,Yes,2,87,7,85
7,No,6,72,8,65
9,No,8,8,6,79
5,No,,69,8,57
6,Yes,4,4,7,27
5,No,4,69,9,54
8,Yes,6,82,4,77
5,No,3,,7,38
9,No,3,73,9,75
6,No,3,56,5,45
6,Yes,2,93,8,8
2,Yes,0,93,9,69
7,No,2,72,7,62
7,No,4,96,7,90
9,Yes,5,76,6,72
6,Yes,7,87,8,77
,Yes,7,90,8,67
8,No,,44,5,32
7,Yes,2,90,7,83
4,No,3,84,4,65
8,No,8,54,7,46
9,Yes,6,4,7,39
,No,6,62,5,38
,Yes,9,92,9,7
8,No,7,88,5,82
4,Yes,0,40,4,23
6,Yes,4,52,6,40
3,No,7,74,7,56
8,Yes,0,74,7,69
3,No,6,65,9,46
5,Yes,0,70,9,55
